N_CAT	ANO	MÊS	N	TÍTULO	AUTOR	EDITORA	CATEGORIA	VENDAS	ISBN	Num_Pag	url_img
0	2013	4	8	Toda Poesia	Paulo Leminski	Companhia Das Letras	Ficção	9.935	978-85-35922-23-3	424	https://www.publishnews.com.br/estaticos/uploads/livro/todapoesia.jpg
0	2013	4	9	A Culpa É Das Estrelas	John Green	Intrínseca	Ficção	9.869	978-85-80572-26-1	288	https://www.publishnews.com.br/estaticos/uploads/2015/07/Y3Bm5CMJwrPKIE8lUO40bDD6hCmPDtz9STy1myIBS4xn4rYMr4sIDqZgYs1clCtFYOv8D6TCywuAuozx.png
0	2013	4	10	Uma Prova Do Céu	Dr Eben Alexander Iii	Sextante	Não Ficção	9.800	978-85-75428-94-8	192	https://www.publishnews.com.br/estaticos/uploads/livro/provadoceu.jpg
0	2013	4	11	Só O Amor Consegue	Zibia Gasparetto	Vida E Consciência	Autoajuda	9.797	978-85-77222-42-1	416	https://pictures.abebooks.com/isbn/9788577222421-us.jpg
0	2013	4	12	Garota Exemplar	Gillian Flynn	Intrínseca	Ficção	8.416	978-85-80572-90-2	448	https://www.publishnews.com.br/estaticos/uploads/2015/08/a3jUfxPiN0YTpMJ6jqBBqn9prAYBgjFGlSOu4vTGloxHUzUNZ2evG4ca1ZcM9fyQaPQEWbWiDkvbTOKT.jpg
0	2013	4	13	Casagrande E Seus Demônios	Casagrande / Gilvan Ribeiro	Globo Livros	Não Ficção	8.020	978-85-25053-80-0	248	https://www.publishnews.com.br/estaticos/uploads/livro/casagrande.jpg
0	2013	4	14	Toda Sua	Sylvia Day	Paralela	Ficção	7.130	978-85-65530-11-8	280	https://www.publishnews.com.br/estaticos/uploads/livro/todasua.jpg
0	2013	4	15	Morte Súbita	J. K. Rowling	Nova Fronteira	Ficção	6.692	978-85-20932-53-7	512	https://www.publishnews.com.br/estaticos/uploads/livro/mortesubita.jpg
0	2013	4	16	Subliminar	Leonard Mlodinow	Zahar	Não Ficção	6.330	978-85-37809-59-4	304	https://www.publishnews.com.br/estaticos/uploads/livro/subliminar.jpg
0	2013	4	17	Uma Curva Na Estrada	Nicholas Sparks	Arqueiro	Ficção	6.026	978-85-80411-15-7	304	https://www.publishnews.com.br/estaticos/uploads/livro/curva.jpg
0	2013	4	18	Profundamente Sua	Sylvia Day	Paralela	Ficção	5.804	978-85-65530-19-4	256	https://www.publishnews.com.br/estaticos/uploads/livro/profundamentesua.jpg
0	2013	4	19	O Monge E O Executivo	James Hunter	Sextante	Negócios	5.502	978-85-75421-02-4	144	https://www.publishnews.com.br/estaticos/uploads/2015/07/CjlXUUI3ZPUy92oz4ZzL2KrFM4hpsZq0xmyZ6OgxEP1JIhPZyI1hSo9pNO64bk2kI23nw1kQtwtkfLRE.jpg
0	2013	4	20	O Destino Do Tigre	Colleen Houck	Arqueiro	Ficção	5.252	978-85-80411-38-6	400	https://www.publishnews.com.br/estaticos/uploads/livro/odestino.jpg
9	2013	4	1	O Lado Bom Da Vida	Matthew Quick	Intrínseca	9	16.227	978-85-80572-77-3	256	https://www.publishnews.com.br/estaticos/uploads/livro/ladobom.jpg
9	2013	4	2	Cinquenta Tons De Cinza	E. L. James	Intrínseca	9	15.504	978-85-80572-18-6	480	https://www.publishnews.com.br/estaticos/uploads/2015/07/VfObTIjQFh7pBUp86AEjh3Ry5INhh7AZwIO8TpVq7xVscqfjna5WedUMWgWFylC7tyLOgDeurkk2PKGL.jpg
9	2013	4	3	Cinquenta Tons Mais Escuros	E. L. James	Intrínseca	9	12.370	978-85-80572-10-0	512	https://www.publishnews.com.br/estaticos/uploads/2015/07/hJSNV0maq1fYu2NvvPOU7a1cYKBWJI9OoB0mfBkuTivRfflKfALAy4BggfzW0Eztjg6xOxZufRgDxBj7.jpg
9	2013	4	4	Cinquenta Tons De Liberdade	E. L. James	Intrínseca	9	12.269	978-85-80572-16-2	544	https://www.publishnews.com.br/estaticos/uploads/2015/07/V171TSRJ8ZzzBwaXP0vvUlEsb4tt9q3BzsBZZWjr2msm1bojQJWpBSO6jK8fBCWf6yeFkNhXIJmhjlHL.jpg
9	2013	4	5	Toda Poesia	Paulo Leminski	Companhia Das Letras	9	9.935	978-85-35922-23-3	424	https://www.publishnews.com.br/estaticos/uploads/livro/todapoesia.jpg
